"Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length.bp","GC.Content"
2549021063,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001642_1.2806",2548876972,"Salinispora pacifica CNS-143",2,1076,0.72
2549021064,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001644_1.2807",2548876972,"Salinispora pacifica CNS-143",2,2247,0.66
2549021065,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003322_1.2808",2548876972,"Salinispora pacifica CNS-143",1,241,0.69
2549021066,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000286_1.2809",2548876972,"Salinispora pacifica CNS-143",1,374,0.68
2549021067,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003318_1.2810",2548876972,"Salinispora pacifica CNS-143",1,594,0.71
2549021068,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003303_1.2811",2548876972,"Salinispora pacifica CNS-143",1,556,0.71
2549021069,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003317_1.2812",2548876972,"Salinispora pacifica CNS-143",2,1055,0.72
2549021070,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001622_1.2813",2548876972,"Salinispora pacifica CNS-143",1,629,0.73
2549021071,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003294_1.2814",2548876972,"Salinispora pacifica CNS-143",2,1773,0.66
2549021072,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003300_1.2815",2548876972,"Salinispora pacifica CNS-143",1,629,0.72
2549021073,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003291_1.2816",2548876972,"Salinispora pacifica CNS-143",1,725,0.72
2549021074,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001617_1.2817",2548876972,"Salinispora pacifica CNS-143",1,539,0.72
2549021075,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003283_1.2818",2548876972,"Salinispora pacifica CNS-143",2,1840,0.7
2549021076,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000310_1.2819",2548876972,"Salinispora pacifica CNS-143",1,328,0.71
2549021077,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003267_1.2820",2548876972,"Salinispora pacifica CNS-143",2,915,0.72
2549021078,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000317_1.2821",2548876972,"Salinispora pacifica CNS-143",1,395,0.7
2549021079,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001591_1.2822",2548876972,"Salinispora pacifica CNS-143",1,833,0.67
2549021080,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003257_1.2823",2548876972,"Salinispora pacifica CNS-143",1,408,0.69
2549021081,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000325_1.2824",2548876972,"Salinispora pacifica CNS-143",1,372,0.7
2549021082,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003215_1.2825",2548876972,"Salinispora pacifica CNS-143",1,261,0.71
2549021083,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000329_1.2826",2548876972,"Salinispora pacifica CNS-143",1,569,0.69
2549021084,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001581_1.2827",2548876972,"Salinispora pacifica CNS-143",2,1712,0.69
2549021085,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003206_1.2828",2548876972,"Salinispora pacifica CNS-143",1,244,0.68
2549021086,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003205_1.2829",2548876972,"Salinispora pacifica CNS-143",1,646,0.67
2549021087,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000337_1.2830",2548876972,"Salinispora pacifica CNS-143",1,214,0.71
2549021088,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000339_1.2831",2548876972,"Salinispora pacifica CNS-143",2,1637,0.69
2549021089,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003189_1.2832",2548876972,"Salinispora pacifica CNS-143",1,1204,0.67
2549021090,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001576_1.2833",2548876972,"Salinispora pacifica CNS-143",1,660,0.73
2549021091,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003184_1.2834",2548876972,"Salinispora pacifica CNS-143",2,1863,0.67
2549021092,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001574_1.2835",2548876972,"Salinispora pacifica CNS-143",1,456,0.74
2549021093,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003181_1.2836",2548876972,"Salinispora pacifica CNS-143",1,308,0.59
2549021094,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000345_1.2837",2548876972,"Salinispora pacifica CNS-143",1,346,0.71
2549021095,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003158_1.2838",2548876972,"Salinispora pacifica CNS-143",1,377,0.72
2549021096,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003179_1.2839",2548876972,"Salinispora pacifica CNS-143",1,833,0.63
2549021097,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000350_1.2840",2548876972,"Salinispora pacifica CNS-143",1,440,0.73
2549021098,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001565_1.2841",2548876972,"Salinispora pacifica CNS-143",1,214,0.64
2549021099,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003155_1.2842",2548876972,"Salinispora pacifica CNS-143",1,358,0.72
2549021100,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000354_1.2843",2548876972,"Salinispora pacifica CNS-143",1,971,0.72
2549021101,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003154_1.2844",2548876972,"Salinispora pacifica CNS-143",1,321,0.69
2549021102,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001562_1.2845",2548876972,"Salinispora pacifica CNS-143",1,1122,0.7
2549021103,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001563_1.2846",2548876972,"Salinispora pacifica CNS-143",1,264,0.75
2549021104,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003146_1.2847",2548876972,"Salinispora pacifica CNS-143",1,1056,0.7
2549021105,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003148_1.2848",2548876972,"Salinispora pacifica CNS-143",1,419,0.65
2549021106,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003149_1.2849",2548876972,"Salinispora pacifica CNS-143",1,588,0.7
2549021107,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003151_1.2850",2548876972,"Salinispora pacifica CNS-143",1,251,0.71
2549021108,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001547_1.2851",2548876972,"Salinispora pacifica CNS-143",2,674,0.71
2549021109,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003128_1.2852",2548876972,"Salinispora pacifica CNS-143",2,1033,0.72
2549021110,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001539_1.2853",2548876972,"Salinispora pacifica CNS-143",1,262,0.69
2549021111,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003118_1.2854",2548876972,"Salinispora pacifica CNS-143",1,1144,0.68
2549021112,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000381_1.2855",2548876972,"Salinispora pacifica CNS-143",1,385,0.73
2549021113,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000385_1.2856",2548876972,"Salinispora pacifica CNS-143",1,297,0.73
2549021114,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001516_1.2857",2548876972,"Salinispora pacifica CNS-143",1,840,0.69
2549021115,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003110_1.2858",2548876972,"Salinispora pacifica CNS-143",1,758,0.65
2549021116,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003108_1.2859",2548876972,"Salinispora pacifica CNS-143",1,305,0.72
2549021117,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003090_1.2860",2548876972,"Salinispora pacifica CNS-143",1,263,0.73
2549021118,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003094_1.2861",2548876972,"Salinispora pacifica CNS-143",3,1498,0.71
2549021119,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000397_1.2862",2548876972,"Salinispora pacifica CNS-143",1,1009,0.7
2549021120,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001504_1.2863",2548876972,"Salinispora pacifica CNS-143",1,227,0.78
2549021121,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001506_1.2864",2548876972,"Salinispora pacifica CNS-143",1,531,0.69
2549021122,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003069_1.2865",2548876972,"Salinispora pacifica CNS-143",1,293,0.72
2549021123,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003052_1.2866",2548876972,"Salinispora pacifica CNS-143",1,296,0.75
2549021124,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003020_1.2867",2548876972,"Salinispora pacifica CNS-143",1,256,0.72
2549021125,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003048_1.2868",2548876972,"Salinispora pacifica CNS-143",1,444,0.73
2549021126,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003051_1.2869",2548876972,"Salinispora pacifica CNS-143",1,257,0.72
2549021127,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003017_1.2870",2548876972,"Salinispora pacifica CNS-143",2,822,0.7
2549021128,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003015_1.2871",2548876972,"Salinispora pacifica CNS-143",1,307,0.71
2549021129,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000418_1.2872",2548876972,"Salinispora pacifica CNS-143",1,441,0.72
2549021130,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003011_1.2873",2548876972,"Salinispora pacifica CNS-143",2,593,0.67
2549021131,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001479_1.2874",2548876972,"Salinispora pacifica CNS-143",1,912,0.67
2549021132,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002996_1.2875",2548876972,"Salinispora pacifica CNS-143",1,505,0.72
2549021133,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01003005_1.2876",2548876972,"Salinispora pacifica CNS-143",1,452,0.69
2549021134,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000426_1.2877",2548876972,"Salinispora pacifica CNS-143",2,1651,0.72
2549021135,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001473_1.2878",2548876972,"Salinispora pacifica CNS-143",1,211,0.73
2549021136,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000428_1.2879",2548876972,"Salinispora pacifica CNS-143",1,1386,0.7
2549021137,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002979_1.2880",2548876972,"Salinispora pacifica CNS-143",1,1309,0.72
2549021138,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002987_1.2881",2548876972,"Salinispora pacifica CNS-143",1,270,0.69
2549021139,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001462_1.2882",2548876972,"Salinispora pacifica CNS-143",2,1016,0.69
2549021140,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002973_1.2883",2548876972,"Salinispora pacifica CNS-143",1,229,0.69
2549021141,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002963_1.2884",2548876972,"Salinispora pacifica CNS-143",2,708,0.73
2549021142,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002969_1.2885",2548876972,"Salinispora pacifica CNS-143",1,247,0.77
2549021143,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001455_1.2886",2548876972,"Salinispora pacifica CNS-143",1,958,0.68
2549021144,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002930_1.2887",2548876972,"Salinispora pacifica CNS-143",1,1556,0.67
2549021145,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002931_1.2888",2548876972,"Salinispora pacifica CNS-143",1,558,0.73
2549021146,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002944_1.2889",2548876972,"Salinispora pacifica CNS-143",1,1605,0.67
2549021147,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002956_1.2890",2548876972,"Salinispora pacifica CNS-143",1,834,0.71
2549021148,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002929_1.2891",2548876972,"Salinispora pacifica CNS-143",1,377,0.71
2549021149,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001447_1.2892",2548876972,"Salinispora pacifica CNS-143",1,623,0.71
2549021150,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001448_1.2893",2548876972,"Salinispora pacifica CNS-143",1,221,0.73
2549021151,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002924_1.2894",2548876972,"Salinispora pacifica CNS-143",1,337,0.72
2549021152,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001444_1.2895",2548876972,"Salinispora pacifica CNS-143",2,1015,0.67
2549021153,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000457_1.2896",2548876972,"Salinispora pacifica CNS-143",2,534,0.72
2549021154,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000458_1.2897",2548876972,"Salinispora pacifica CNS-143",2,2033,0.67
2549021155,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001438_1.2898",2548876972,"Salinispora pacifica CNS-143",1,1221,0.62
2549021156,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002920_1.2899",2548876972,"Salinispora pacifica CNS-143",4,2524,0.68
2549021157,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000461_1.2900",2548876972,"Salinispora pacifica CNS-143",1,284,0.73
2549021158,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001436_1.2901",2548876972,"Salinispora pacifica CNS-143",1,246,0.7
2549021159,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000463_1.2902",2548876972,"Salinispora pacifica CNS-143",1,282,0.71
2549021160,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001430_1.2903",2548876972,"Salinispora pacifica CNS-143",1,433,0.73
2549021161,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001433_1.2904",2548876972,"Salinispora pacifica CNS-143",1,491,0.72
2549021162,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000469_1.2905",2548876972,"Salinispora pacifica CNS-143",2,221,0.73
2549021163,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002894_1.2906",2548876972,"Salinispora pacifica CNS-143",1,315,0.73
2549021164,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002897_1.2907",2548876972,"Salinispora pacifica CNS-143",1,491,0.71
2549021165,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002899_1.2908",2548876972,"Salinispora pacifica CNS-143",1,1076,0.71
2549021166,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000476_1.2909",2548876972,"Salinispora pacifica CNS-143",1,244,0.68
2549021167,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000479_1.2910",2548876972,"Salinispora pacifica CNS-143",1,500,0.7
2549021168,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002893_1.2911",2548876972,"Salinispora pacifica CNS-143",1,495,0.71
2549021169,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002890_1.2912",2548876972,"Salinispora pacifica CNS-143",3,1131,0.71
2549021170,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001420_1.2913",2548876972,"Salinispora pacifica CNS-143",1,212,0.74
2549021171,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000490_1.2914",2548876972,"Salinispora pacifica CNS-143",1,588,0.63
2549021172,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002876_1.2915",2548876972,"Salinispora pacifica CNS-143",1,381,0.7
2549021173,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001412_1.2916",2548876972,"Salinispora pacifica CNS-143",2,3814,0.69
2549021174,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002863_1.2917",2548876972,"Salinispora pacifica CNS-143",1,601,0.72
2549021175,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000497_1.2918",2548876972,"Salinispora pacifica CNS-143",1,302,0.73
2549021176,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002858_1.2919",2548876972,"Salinispora pacifica CNS-143",1,288,0.7
2549021177,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002859_1.2920",2548876972,"Salinispora pacifica CNS-143",1,430,0.7
2549021178,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000501_1.2921",2548876972,"Salinispora pacifica CNS-143",1,1460,0.7
2549021179,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000502_1.2922",2548876972,"Salinispora pacifica CNS-143",1,485,0.67
2549021180,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001401_1.2923",2548876972,"Salinispora pacifica CNS-143",0,211,0.58
2549021181,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002850_1.2924",2548876972,"Salinispora pacifica CNS-143",1,237,0.73
2549021182,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002855_1.2925",2548876972,"Salinispora pacifica CNS-143",3,2374,0.7
2549021183,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002856_1.2926",2548876972,"Salinispora pacifica CNS-143",2,416,0.7
2549021184,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000508_1.2927",2548876972,"Salinispora pacifica CNS-143",1,483,0.69
2549021185,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002841_1.2928",2548876972,"Salinispora pacifica CNS-143",1,480,0.67
2549021186,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000511_1.2929",2548876972,"Salinispora pacifica CNS-143",1,382,0.7
2549021187,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002831_1.2930",2548876972,"Salinispora pacifica CNS-143",1,660,0.67
2549021188,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002839_1.2931",2548876972,"Salinispora pacifica CNS-143",1,893,0.65
2549021189,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001397_1.2932",2548876972,"Salinispora pacifica CNS-143",2,601,0.68
2549021190,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001399_1.2933",2548876972,"Salinispora pacifica CNS-143",1,894,0.68
2549021191,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000517_1.2934",2548876972,"Salinispora pacifica CNS-143",3,1828,0.67
2549021192,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001381_1.2935",2548876972,"Salinispora pacifica CNS-143",1,401,0.63
2549021193,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002815_1.2936",2548876972,"Salinispora pacifica CNS-143",2,487,0.73
2549021194,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002823_1.2937",2548876972,"Salinispora pacifica CNS-143",1,988,0.71
2549021195,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002828_1.2938",2548876972,"Salinispora pacifica CNS-143",2,2552,0.69
2549021196,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000527_1.2939",2548876972,"Salinispora pacifica CNS-143",1,202,0.58
2549021197,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000528_1.2940",2548876972,"Salinispora pacifica CNS-143",1,217,0.68
2549021198,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000531_1.2941",2548876972,"Salinispora pacifica CNS-143",1,303,0.71
2549021199,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002785_1.2942",2548876972,"Salinispora pacifica CNS-143",4,2390,0.7
2549021200,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002786_1.2943",2548876972,"Salinispora pacifica CNS-143",1,299,0.73
2549021201,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002793_1.2944",2548876972,"Salinispora pacifica CNS-143",1,619,0.74
2549021202,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001374_1.2945",2548876972,"Salinispora pacifica CNS-143",1,338,0.71
2549021203,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002772_1.2946",2548876972,"Salinispora pacifica CNS-143",2,1157,0.7
2549021204,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002782_1.2947",2548876972,"Salinispora pacifica CNS-143",1,348,0.71
2549021205,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001368_1.2948",2548876972,"Salinispora pacifica CNS-143",1,360,0.72
2549021206,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001360_1.2949",2548876972,"Salinispora pacifica CNS-143",1,1047,0.65
2549021207,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002762_1.2950",2548876972,"Salinispora pacifica CNS-143",1,364,0.72
2549021208,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001364_1.2951",2548876972,"Salinispora pacifica CNS-143",1,480,0.72
2549021209,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000548_1.2952",2548876972,"Salinispora pacifica CNS-143",1,525,0.69
2549021210,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002760_1.2953",2548876972,"Salinispora pacifica CNS-143",1,239,0.73
2549021211,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001344_1.2954",2548876972,"Salinispora pacifica CNS-143",1,647,0.68
2549021212,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002737_1.2955",2548876972,"Salinispora pacifica CNS-143",1,804,0.7
2549021213,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002741_1.2956",2548876972,"Salinispora pacifica CNS-143",1,389,0.74
2549021214,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001351_1.2957",2548876972,"Salinispora pacifica CNS-143",1,365,0.71
2549021215,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002726_1.2958",2548876972,"Salinispora pacifica CNS-143",1,307,0.68
2549021216,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000560_1.2959",2548876972,"Salinispora pacifica CNS-143",1,815,0.65
2549021217,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002711_1.2960",2548876972,"Salinispora pacifica CNS-143",1,367,0.69
2549021218,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002716_1.2961",2548876972,"Salinispora pacifica CNS-143",1,588,0.7
2549021219,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001331_1.2962",2548876972,"Salinispora pacifica CNS-143",1,311,0.74
2549021220,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001332_1.2963",2548876972,"Salinispora pacifica CNS-143",1,327,0.74
2549021221,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002701_1.2964",2548876972,"Salinispora pacifica CNS-143",1,1639,0.66
2549021222,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002706_1.2965",2548876972,"Salinispora pacifica CNS-143",1,1697,0.7
2549021223,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000570_1.2966",2548876972,"Salinispora pacifica CNS-143",1,572,0.71
2549021224,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001329_1.2967",2548876972,"Salinispora pacifica CNS-143",1,332,0.72
2549021225,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002700_1.2968",2548876972,"Salinispora pacifica CNS-143",1,225,0.73
2549021226,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002697_1.2969",2548876972,"Salinispora pacifica CNS-143",1,328,0.67
2549021227,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001315_1.2970",2548876972,"Salinispora pacifica CNS-143",1,205,0.71
2549021228,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001311_1.2971",2548876972,"Salinispora pacifica CNS-143",1,396,0.71
2549021229,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002690_1.2972",2548876972,"Salinispora pacifica CNS-143",1,602,0.72
2549021230,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002678_1.2973",2548876972,"Salinispora pacifica CNS-143",1,249,0.71
2549021231,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001301_1.2974",2548876972,"Salinispora pacifica CNS-143",1,516,0.73
2549021232,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002673_1.2975",2548876972,"Salinispora pacifica CNS-143",1,256,0.74
2549021233,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000586_1.2976",2548876972,"Salinispora pacifica CNS-143",1,263,0.75
2549021234,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002672_1.2977",2548876972,"Salinispora pacifica CNS-143",1,618,0.72
2549021235,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001292_1.2978",2548876972,"Salinispora pacifica CNS-143",2,651,0.74
2549021236,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002671_1.2979",2548876972,"Salinispora pacifica CNS-143",0,217,0.71
2549021237,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000590_1.2980",2548876972,"Salinispora pacifica CNS-143",1,571,0.71
2549021238,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000591_1.2981",2548876972,"Salinispora pacifica CNS-143",1,300,0.73
2549021239,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002668_1.2982",2548876972,"Salinispora pacifica CNS-143",2,1084,0.7
2549021240,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001291_1.2983",2548876972,"Salinispora pacifica CNS-143",2,1188,0.71
2549021241,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000594_1.2984",2548876972,"Salinispora pacifica CNS-143",1,1091,0.68
2549021242,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002649_1.2985",2548876972,"Salinispora pacifica CNS-143",1,667,0.72
2549021243,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002652_1.2986",2548876972,"Salinispora pacifica CNS-143",1,851,0.71
2549021244,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002656_1.2987",2548876972,"Salinispora pacifica CNS-143",1,628,0.72
2549021245,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002662_1.2988",2548876972,"Salinispora pacifica CNS-143",3,1917,0.69
2549021246,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002646_1.2989",2548876972,"Salinispora pacifica CNS-143",2,591,0.72
2549021247,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002647_1.2990",2548876972,"Salinispora pacifica CNS-143",1,503,0.67
2549021248,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000605_1.2991",2548876972,"Salinispora pacifica CNS-143",1,362,0.72
2549021249,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002629_1.2992",2548876972,"Salinispora pacifica CNS-143",1,544,0.67
