"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","IMG.Genome.ID"
"637000383_NC_007298",4285,"637000383_NC_007298-gene_2241-gene_2337",97,3,NA,"","","gene_2241-gene_2337:8.77731146616373","gene_2241-gene_2335:4.67298598331093","","","637000383"
"637000383_NC_007298",4285,"637000383_NC_007298-gene_2543-gene_2625",83,3,NA,"","","gene_2543-gene_2625:12.51135288318634","gene_2545-gene_2623:2.72229495141864","","","637000383"
"637000383_NC_007298",4285,"637000383_NC_007298-gene_2729-gene_2760",32,3,NA,"","","gene_2729-gene_2760:10.17447037045393","gene_2730-gene_2759:5.09920506522478","","","637000383"
"637000383_NC_007298",4285,"637000383_NC_007298-gene_789-gene_814",26,3,NA,"","","gene_789-gene_814:9.60735389330576","gene_790-gene_808:2.29149626419611","","","637000383"
"637000420_NC_007484",3234,"637000420_NC_007484-gene_386-gene_472",87,3,NA,"","","gene_386-gene_472:8.86736577052834","","","gene_404-gene_472:5.92478970387758","637000420"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1086-gene_1155",70,3,NA,"","","gene_1086-gene_1155:15.47534926588746","gene_1092-gene_1151:10.17223425486224","","gene_1087-gene_1151:12.45083234554818","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1283-gene_1297",15,3,NA,"","","gene_1283-gene_1297:4.50165661087658","gene_1283-gene_1297:4.50165661087658","","","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1546-gene_1648",103,3,NA,"","","gene_1549-gene_1648:20.38647497906397","gene_1546-gene_1643:16.59854030076660","","","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1720-gene_1755",36,3,NA,"","","gene_1720-gene_1755:4.38369862330590","gene_1720-gene_1755:4.38369862330590","","","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1872-gene_1892",21,3,NA,"","","gene_1872-gene_1892:6.58191214169143","gene_1872-gene_1892:6.58191214169143","","","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1976-gene_2039",64,3,NA,"","","gene_1976-gene_2039:6.10318350258674","gene_1976-gene_2015:2.83183359973605","","","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_2596-gene_2707",112,3,NA,"","","gene_2609-gene_2707:4.02351250858237","gene_2596-gene_2622:2.56271097797685","","","637000441"
"637000441_NC_007516",2824,"637000441_NC_007516-gene_969-gene_1002",34,3,NA,"","","gene_969-gene_1002:10.15139145297276","gene_974-gene_1002:5.88006289928019","","","637000441"
"637000462_NC_007626",4731,"637000462_NC_007626-gene_991-gene_1090",100,3,NA,"","","gene_991-gene_1090:8.61761505668399","gene_991-gene_1090:7.26014149622240","","","637000462"
"637000495_NC_007778",4806,"637000495_NC_007778-gene_3379-gene_3401",23,3,NA,"","","gene_3379-gene_3401:4.62414104212210","gene_3380-gene_3396:2.33287641820852","","","637000495"
"637000530_NC_007958",4508,"637000530_NC_007958-gene_2152-gene_2221",70,3,NA,"","","gene_2152-gene_2221:9.57182613625515","gene_2152-gene_2221:7.90008552256621","","","637000530"
"637000540_NC_007973",3636,"637000540_NC_007973-gene_1996-gene_2030",35,3,NA,"","","gene_1996-gene_2030:5.76244323886460","gene_1999-gene_2030:2.21824470101063","","","637000540"
"637000540_NC_007973",3636,"637000540_NC_007973-gene_2842-gene_2868",27,3,NA,"","","gene_2842-gene_2868:4.61343457153574","gene_2842-gene_2863:2.90918928239659","","","637000540"
"637000589_NC_008255",3702,"637000589_NC_008255-gene_1114-gene_1139",26,3,NA,"","","gene_1114-gene_1139:4.03299650085362","gene_1114-gene_1132:2.35588445987103","","","637000589"
"637000589_NC_008255",3702,"637000589_NC_008255-gene_2191-gene_2290",100,3,NA,"","","gene_2191-gene_2290:5.46092686336876","gene_2191-gene_2290:4.27465304478064","","","637000589"
"637000589_NC_008255",3702,"637000589_NC_008255-gene_2821-gene_2849",29,3,NA,"","","gene_2821-gene_2849:5.76048783868826","gene_2821-gene_2848:4.03811171191983","","","637000589"
"637000589_NC_008255",3702,"637000589_NC_008255-gene_477-gene_539",63,3,NA,"","","gene_477-gene_539:4.77341592916768","gene_477-gene_539:2.04106928555758","","","637000589"
"637000606_NC_008312",4931,"637000606_NC_008312-gene_1114-gene_1208",95,3,NA,"","","gene_1114-gene_1200:7.94392418808808","gene_1114-gene_1208:5.85525273552356","","","637000606"
"637000606_NC_008312",4931,"637000606_NC_008312-gene_1286-gene_1382",97,3,NA,"","","gene_1286-gene_1382:3.60832491356822","","","gene_1286-gene_1360:7.90280821081923","637000606"
"637000606_NC_008312",4931,"637000606_NC_008312-gene_282-gene_299",18,3,NA,"","","gene_282-gene_299:6.23661917880188","gene_282-gene_299:6.23661917880188","","gene_282-gene_299:12.35280585208734","637000606"
"637000606_NC_008312",4931,"637000606_NC_008312-gene_3386-gene_3484",99,3,NA,"","","gene_3386-gene_3484:4.94779180479538","gene_3386-gene_3484:2.15080679492910","","","637000606"
"637000606_NC_008312",4931,"637000606_NC_008312-gene_4078-gene_4123",46,3,NA,"","","gene_4078-gene_4123:15.80575298048741","gene_4083-gene_4123:12.76494779640944","","","637000606"
"637000606_NC_008312",4931,"637000606_NC_008312-gene_4711-gene_4800",90,3,NA,"","","gene_4711-gene_4800:8.53718839799416","gene_4711-gene_4800:5.76660341683529","","","637000606"
"637000608_NC_008319",2606,"637000608_NC_008319-gene_1551-gene_1652",102,3,NA,"","","gene_1553-gene_1652:6.23471575563068","gene_1551-gene_1648:4.84582375064991","","gene_1588-gene_1647:3.64967783686716","637000608"
"637000608_NC_008319",2606,"637000608_NC_008319-gene_2126-gene_2163",38,3,NA,"","","gene_2126-gene_2163:6.49489791148484","gene_2132-gene_2158:5.98287130540765","","","637000608"
"637000608_NC_008319",2606,"637000608_NC_008319-gene_2428-gene_2526",99,3,NA,"","","gene_2428-gene_2526:4.63554041907395","gene_2428-gene_2439:2.55662015543948","","gene_2489-gene_2515:3.99015744668116","637000608"
"637000608_NC_008319",2606,"637000608_NC_008319-gene_558-gene_657",100,3,NA,"","","gene_558-gene_657:7.52322819608178","gene_558-gene_657:5.01448929587120","","","637000608"
"637000608_NC_008319",2606,"637000608_NC_008319-gene_729-gene_809",81,3,NA,"","","gene_729-gene_809:7.77009493344760","gene_729-gene_809:7.04050047814001","","gene_756-gene_809:3.95030879548187","637000608"
"637000608_NC_008319",2606,"637000608_NC_008319-gene_957-gene_1015",59,3,NA,"","","gene_957-gene_1015:10.65141393618091","gene_961-gene_1015:8.57251826093357","","","637000608"
"637000611_NC_008322",4119,"637000611_NC_008322-gene_1040-gene_1074",35,3,NA,"","","gene_1040-gene_1074:5.70750827044753","gene_1043-gene_1074:4.07225197383146","","","637000611"
"638366418_NZ_AANA01000001",2158,"638366418_NZ_AANA01000001-gene_1438-gene_1454",17,3,NA,"","","gene_1438-gene_1454:4.15092727808624","gene_1441-gene_1454:2.25310795093179","","","638366418"
"639279322_NC_008435",4990,"639279322_NC_008435-gene_2190-gene_2204",15,3,NA,"","","gene_2190-gene_2204:4.25076122891584","gene_2190-gene_2204:2.51359497748192","","","639279322"
"639279322_NC_008435",4990,"639279322_NC_008435-gene_2445-gene_2544",100,3,NA,"","","gene_2445-gene_2544:11.51983453566758","gene_2445-gene_2544:10.76173116262299","","","639279322"
"639633066_NC_008571",3376,"639633066_NC_008571-gene_2377-gene_2437",61,3,NA,"","","gene_2377-gene_2437:10.61279100804060","gene_2377-gene_2437:7.02661762284165","","","639633066"
"639633066_NC_008571",3376,"639633066_NC_008571-gene_2377-gene_2446",70,3,NA,"","","gene_2377-gene_2446:9.67778805149914","gene_2377-gene_2437:7.00860118313071","","","639633066"
"639633066_NC_008571",3376,"639633066_NC_008571-gene_797-gene_845",49,3,NA,"","","gene_797-gene_845:11.39350787452505","gene_797-gene_845:8.21659834096925","","","639633066"
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2294-gene_2394",101,3,NA,"","","gene_2295-gene_2394:6.68688359742839","gene_2348-gene_2394:4.39028099472297;gene_2294-gene_2310:5.67416413572529","","","639633068"
"639633069_NC_008577",4238,"639633069_NC_008577-gene_1844-gene_1872",29,3,NA,"","","gene_1844-gene_1872:5.70095099248542","gene_1846-gene_1870:3.40464441935206","","","639633069"
"639633080_NC_008609",3698,"639633080_NC_008609-gene_160-gene_253",94,3,NA,"","","gene_160-gene_253:16.27085745704792","gene_160-gene_253:5.58096080015302","","gene_173-gene_194:2.16271240918508","639633080"
"639633098_NC_008709",3834,"639633098_NC_008709-gene_2610-gene_2648",39,3,NA,"","","gene_2610-gene_2648:4.85590349206262","gene_2610-gene_2648:2.22097840096309","","","639633098"
"639633108_NC_008751",3028,"639633108_NC_008751-gene_1063-gene_1120",58,3,NA,"","","gene_1063-gene_1120:19.13358651256131","gene_1063-gene_1111:4.63674848527978","","","639633108"
"640069312_NC_008820",2449,"640069312_NC_008820-gene_1641-gene_1710",70,3,NA,"","","gene_1641-gene_1710:6.60316701963776","gene_1641-gene_1710:3.12799920089870","","","640069312"
"640069312_NC_008820",2449,"640069312_NC_008820-gene_244-gene_322",79,3,NA,"","","gene_244-gene_322:4.19761874822302","gene_244-gene_322:2.96943245899935","","","640069312"
"640069312_NC_008820",2449,"640069312_NC_008820-gene_847-gene_912",66,3,NA,"","","gene_847-gene_912:8.74490086446964","gene_847-gene_912:7.09417395603257","","","640069312"
"640069312_NC_008820",2449,"640069312_NC_008820-gene_936-gene_1035",100,3,NA,"","","gene_936-gene_1035:15.90000116359793","gene_937-gene_1035:13.74328005855523","","","640069312"
"640069313_NC_008825",3896,"640069313_NC_008825-gene_1862-gene_1886",25,3,NA,"","","gene_1862-gene_1886:7.36835974034013","gene_1862-gene_1886:2.35783217511141","","","640069313"
"640069322_NC_009012",3446,"640069322_NC_009012-gene_1130-gene_1223",94,3,NA,"","","gene_1130-gene_1223:8.28538494280375","gene_1151-gene_1223:5.57837279725373","","","640069322"
"640069350_NC_009138",3233,"640069350_NC_009138-gene_2802-gene_2830",29,3,NA,"","","gene_2802-gene_2830:11.66519601029088","gene_2804-gene_2830:7.22446957266128","","","640069350"
"640427133_NC_009380",4772,"640427133_NC_009380-gene_2013-gene_2129",117,3,NA,"","","gene_2013-gene_2093:8.25471481742712","gene_2032-gene_2129:3.99366091584309","","","640427133"
"640427133_NC_009380",4772,"640427133_NC_009380-gene_4132-gene_4176",45,3,NA,"","","gene_4136-gene_4176:11.44419027286714","gene_4132-gene_4176:4.18116612344204","","","640427133"
"640427146_NC_009437",2888,"640427146_NC_009437-gene_1439-gene_1519",81,3,NA,"","","gene_1439-gene_1519:13.46244822265213","gene_1442-gene_1519:7.12879382222786","","","640427146"
"640427146_NC_009437",2888,"640427146_NC_009437-gene_2693-gene_2775",83,3,NA,"","","gene_2693-gene_2775:11.82767499946938","gene_2694-gene_2774:4.93539199395135","","","640427146"
"640753031_NC_009663",2560,"640753031_NC_009663-gene_2078-gene_2108",31,3,NA,"","","gene_2078-gene_2108:7.09026580483034","gene_2078-gene_2108:7.09026580483034","","","640753031"
"640753031_NC_009663",2560,"640753031_NC_009663-gene_717-gene_808",92,3,NA,"","","gene_717-gene_808:4.95313631987484","gene_717-gene_808:3.19114347481083","","","640753031"
"640753032_NC_009664",4588,"640753032_NC_009664-gene_2273-gene_2323",51,3,NA,"","","gene_2273-gene_2323:14.80442634983383","gene_2273-gene_2323:12.38867543855435","","","640753032"
"640753032_NC_009664",4588,"640753032_NC_009664-gene_2359-gene_2455",97,3,NA,"","","gene_2359-gene_2455:24.68373775925653","gene_2359-gene_2455:22.57069614797756","","","640753032"
"640753032_NC_009664",4588,"640753032_NC_009664-gene_2630-gene_2709",80,3,NA,"","","gene_2630-gene_2709:4.32375992485266","gene_2630-gene_2709:4.32375992485266","","","640753032"
"640753032_NC_009664",4588,"640753032_NC_009664-gene_2783-gene_2882",100,3,NA,"","","gene_2783-gene_2882:6.62079802882190","gene_2787-gene_2882:4.42750854977903","","","640753032"
"640753059_NC_009720",4979,"640753059_NC_009720-gene_226-gene_275",50,3,NA,"","","gene_226-gene_275:4.07692763305175","gene_226-gene_275:3.29071366219228","","","640753059"
"640753059_NC_009720",4979,"640753059_NC_009720-gene_3532-gene_3555",24,3,NA,"","","gene_3532-gene_3555:8.25534383891116","gene_3532-gene_3554:4.60861123926160","","","640753059"
"640753064_NC_009767",4584,"640753064_NC_009767-gene_1955-gene_1979",25,3,NA,"","","gene_1955-gene_1979:4.55353929367893","gene_1955-gene_1976:4.04452895637218","","","640753064"
"641228474_NC_008025",2389,"641228474_NC_008025-gene_1380-gene_1394",15,3,NA,"","","gene_1380-gene_1394:4.57584949503889","gene_1380-gene_1391:2.59521394058647","","","641228474"
"641228480_NC_009922",3007,"641228480_NC_009922-gene_1693-gene_1727",35,3,NA,"","","gene_1693-gene_1727:5.84630537341254","","","gene_1708-gene_1723:4.94940979952690","641228480"
"641228480_NC_009922",3007,"641228480_NC_009922-gene_1927-gene_2026",100,3,NA,"","","gene_1927-gene_2026:20.35869130116334","gene_1930-gene_2026:14.35363322214364","","","641228480"
"641228480_NC_009922",3007,"641228480_NC_009922-gene_2339-gene_2359",21,3,NA,"","","gene_2339-gene_2359:4.99468636686890","gene_2339-gene_2359:2.41853589022837","","","641228480"
"641228481_NC_009925",5734,"641228481_NC_009925-gene_5203-gene_5301",99,3,NA,"","","gene_5203-gene_5301:6.12013481707811","gene_5208-gene_5275:4.60627887603725","","","641228481"
"641228495_NC_009953",5169,"641228495_NC_009953-gene_1955-gene_2054",100,3,NA,"","","gene_1955-gene_2054:11.50436404864459","gene_1961-gene_2053:5.66914618189881","","","641228495"
"641228495_NC_009953",5169,"641228495_NC_009953-gene_3046-gene_3144",99,3,NA,"","","gene_3046-gene_3144:6.81078731167207","gene_3046-gene_3144:4.33357545107490","","","641228495"
"641228495_NC_009953",5169,"641228495_NC_009953-gene_603-gene_642",40,3,NA,"","","gene_603-gene_642:7.29112688955410","gene_603-gene_642:5.24675920148219","","","641228495"
"641228544_NC_010175",4303,"641228544_NC_010175-gene_4012-gene_4077",66,3,NA,"","","gene_4012-gene_4077:7.65645523145773","gene_4012-gene_4077:7.65645523145773","","","641228544"
"641522611_NC_010296",5387,"641522611_NC_010296-gene_2909-gene_3026",118,3,NA,"","","gene_2927-gene_3026:6.55030796092952","gene_2909-gene_2977:3.01701980508766","","gene_2927-gene_2964:3.58717256779611","641522611"
"641522614_NC_010322",5476,"641522614_NC_010322-gene_1615-gene_1645",31,3,NA,"","","gene_1615-gene_1645:6.75508735824401","gene_1615-gene_1645:5.55944330431126","","","641522614"
"641522614_NC_010322",5476,"641522614_NC_010322-gene_4160-gene_4204",45,3,NA,"","","gene_4160-gene_4204:8.94727632295829","gene_4160-gene_4202:5.82604899047041","","","641522614"
"641522620_NC_010337",2842,"641522620_NC_010337-gene_19-gene_60",42,3,NA,"","","gene_19-gene_60:7.58832352335134","gene_19-gene_51:2.83289508315535","","","641522620"
"641522658_NC_010475",2794,"641522658_NC_010475-gene_1837-gene_1858",22,3,NA,"","","gene_1837-gene_1858:9.12786877750962","gene_1837-gene_1858:5.64659594574603","","","641522658"
"641522675_NC_010506",4963,"641522675_NC_010506-gene_1471-gene_1505",35,3,NA,"","","gene_1471-gene_1505:11.97124067538656","gene_1471-gene_1505:11.97124067538656","","","641522675"
"641522690_NC_010524",4400,"641522690_NC_010524-gene_2187-gene_2208",22,3,NA,"","","gene_2187-gene_2208:5.44625678658192","gene_2188-gene_2206:3.59431248167945","","","641522690"
"641522729_NC_010674",3507,"641522729_NC_010674-gene_1541-gene_1594",54,3,NA,"","","gene_1541-gene_1594:10.88101076287895","gene_1541-gene_1594:10.88101076287895","","","641522729"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_1012-gene_1082",71,3,NA,"","","gene_1012-gene_1082:7.42097319087475","gene_1012-gene_1081:2.71163321270326","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_1131-gene_1189",59,3,NA,"","","gene_1131-gene_1189:10.26262310028401","gene_1157-gene_1187:7.98432250130319","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_1693-gene_1746",54,3,NA,"","","gene_1693-gene_1746:20.61921071018093","gene_1693-gene_1746:13.95964251011040","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_1963-gene_2056",94,3,NA,"","","gene_1963-gene_2056:5.34686766250796","gene_1967-gene_2056:3.19382262012443","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_2484-gene_2560",77,3,NA,"","","gene_2484-gene_2560:4.93409251974418","gene_2484-gene_2560:3.61451266607378","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_3528-gene_3580",53,3,NA,"","","gene_3528-gene_3580:17.15890405595363","gene_3528-gene_3580:14.58771317444828","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_3852-gene_3920",69,3,NA,"","","gene_3852-gene_3920:28.39139638249224","gene_3862-gene_3920:19.40856398474684","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_3974-gene_4004",31,3,NA,"","","gene_3974-gene_4004:12.66354293810793","gene_3974-gene_4004:4.38573444268949","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_5219-gene_5461",243,3,NA,"","","gene_5242-gene_5341:47.86417632236532;gene_5366-gene_5461:7.48402697381347","gene_5219-gene_5318:44.56183278194671;gene_5328-gene_5417:10.71369107224466","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_834-gene_918",85,3,NA,"","","gene_834-gene_918:17.05732436789257","gene_834-gene_918:12.45757021169990","","","641782883"
"642555125_NC_010602",3367,"642555125_NC_010602-gene_2096-gene_2193",98,3,NA,"","","gene_2096-gene_2193:21.21519932142401","gene_2096-gene_2193:14.78664232401779","","","642555125"
"642555125_NC_010602",3367,"642555125_NC_010602-gene_2609-gene_2658",50,3,NA,"","","gene_2609-gene_2658:4.24911243200342","gene_2609-gene_2658:2.71221666464122","","","642555125"
"642555125_NC_010602",3367,"642555125_NC_010602-gene_2693-gene_2765",73,3,NA,"","","gene_2711-gene_2765:4.21465445835462","gene_2693-gene_2765:2.92619003073240","","","642555125"
"642555130_NC_010617",2365,"642555130_NC_010617-gene_902-gene_932",31,3,NA,"","","gene_902-gene_930:5.95874272286553","gene_902-gene_932:2.81236923525011","","","642555130"
"642555150_NC_010682",3763,"642555150_NC_010682-gene_1539-gene_1642",104,3,NA,"","","gene_1548-gene_1642:18.62686467735712","gene_1539-gene_1638:13.21461741088530","","","642555150"
"642555150_NC_010682",3763,"642555150_NC_010682-gene_3174-gene_3196",23,3,NA,"","","gene_3174-gene_3196:4.73176064076663","gene_3174-gene_3195:4.13137032505640","","","642555150"
"642555185_NC_010842",3372,"642555185_NC_010842-gene_2102-gene_2199",98,3,NA,"","","gene_2102-gene_2199:21.21454437561763","gene_2102-gene_2199:14.78598737821141","","","642555185"
"642555185_NC_010842",3372,"642555185_NC_010842-gene_2617-gene_2666",50,3,NA,"","","gene_2617-gene_2666:4.24845748619704","gene_2617-gene_2666:2.71156171883483","","","642555185"
"642555185_NC_010842",3372,"642555185_NC_010842-gene_2701-gene_2773",73,3,NA,"","","gene_2719-gene_2773:4.21399951254824","gene_2701-gene_2773:2.92553508492602","","","642555185"
"642555224_NC_011138",3936,"642555224_NC_011138-gene_3586-gene_3618",33,3,NA,"","","gene_3586-gene_3616:8.19093847619687","gene_3586-gene_3618:4.63347871935958","","","642555224"
"643348578_NC_011566",4565,"643348578_NC_011566-gene_2857-gene_2879",23,3,NA,"","","gene_2857-gene_2879:4.64674464699753","gene_2857-gene_2878:4.04635433128730","","","643348578"
"643348579_NC_011567",2968,"643348579_NC_011567-gene_807-gene_838",32,3,NA,"","","gene_807-gene_838:13.64126990969671","gene_809-gene_836:9.36981636252430","","","643348579"
"643348654_NC_011831",3964,"643348654_NC_011831-gene_697-gene_735",39,3,NA,"","","gene_697-gene_731:8.00282726555661","gene_697-gene_735:6.85711614125344","","","643348654"
"643348682_NC_011899",2442,"643348682_NC_011899-gene_1403-gene_1458",56,3,NA,"","","gene_1403-gene_1458:4.05415429167103","gene_1403-gene_1437:3.01041181245703","","","643348682"
"643348682_NC_011899",2442,"643348682_NC_011899-gene_354-gene_386",33,3,NA,"","","gene_354-gene_386:5.91568547139641","gene_354-gene_386:2.01849683449763","","","643348682"
"643692019_NC_012032-circular",4356,"643692019_NC_012032-circular-gene_4055-gene_4123",69,3,NA,"","","gene_4055-gene_4123:9.09829633328126","gene_4055-gene_4123:9.09829633328126","","","643692019"
"643692019_NC_012032-circular",4356,"643692019_NC_012032-circular-gene_596-gene_695",100,3,NA,"","","gene_596-gene_695:6.00792601962836","gene_596-gene_695:5.38931128697369","","gene_602-gene_694:4.16233924142620","643692019"
"643692020_NC_012034",2844,"643692020_NC_012034-gene_2509-gene_2599",91,3,NA,"","","gene_2509-gene_2599:23.76355542638824","gene_2510-gene_2596:11.26136544149411","","","643692020"
"643692020_NC_012034",2844,"643692020_NC_012034-gene_2693-gene_2791",99,3,NA,"","","gene_2693-gene_2791:9.82935104746948","gene_2693-gene_2791:5.19034035711335","","","643692020"
"643692020_NC_012034",2844,"643692020_NC_012034-gene_497-gene_522",26,3,NA,"","","gene_497-gene_522:4.14944712723640","gene_497-gene_522:4.14944712723640","","","643692020"
"643692025_NC_012108",4785,"643692025_NC_012108-gene_1861-gene_1913",53,3,NA,"","","gene_1861-gene_1913:6.38710729142894","gene_1862-gene_1913:2.71322379958733","","","643692025"
"643692025_NC_012108",4785,"643692025_NC_012108-gene_4277-gene_4332",56,3,NA,"","","gene_4277-gene_4332:5.31148693157948","gene_4277-gene_4332:3.02754911976656","","","643692025"
"643692052_NC_012490",6135,"643692052_NC_012490-gene_2081-gene_2105",25,3,NA,"","","gene_2081-gene_2103:5.92159994102474","gene_2081-gene_2105:2.15841453222441","","","643692052"
"643692052_NC_012490",6135,"643692052_NC_012490-gene_2927-gene_2959",33,3,NA,"","","gene_2927-gene_2959:13.96874646029848","gene_2927-gene_2959:12.20765327506937","","","643692052"
"643692086_NC_012673",3051,"643692086_NC_012673-gene_1065-gene_1164",100,3,NA,"","","gene_1065-gene_1164:4.36002113149137","gene_1067-gene_1163:2.19341738854280","","","643692086"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_3006-gene_3049",44,3,NA,"","","gene_3006-gene_3049:7.42041279907661","gene_3006-gene_3049:2.11176514208954","","","644736359"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_3423-gene_3454",32,3,NA,"","","gene_3423-gene_3454:5.07491447455717","gene_3423-gene_3454:3.03422281167377","","gene_3424-gene_3452:3.10520239462682","644736359"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_4040-gene_4139",100,3,NA,"","","gene_4040-gene_4139:5.98073094767593","gene_4065-gene_4139:4.23380741290728","","","644736359"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_59-gene_153",95,3,NA,"","","gene_59-gene_153:7.19855107352392","gene_80-gene_153:3.18173137790330","","","644736359"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_708-gene_735",28,3,NA,"","","gene_708-gene_735:6.32297684785839","gene_708-gene_735:3.93930106357234","","","644736359"
"644736381_NC_012856",3481,"644736381_NC_012856-gene_2688-gene_2718",31,3,NA,"","","gene_2688-gene_2718:8.24507990281934","gene_2688-gene_2718:8.24507990281934","","","644736381"
"644736381_NC_012856",3481,"644736381_NC_012856-gene_2832-gene_2866",35,3,NA,"","","gene_2832-gene_2866:12.12731960305656","gene_2835-gene_2865:9.64811720793698","","","644736381"
"644736381_NC_012856",3481,"644736381_NC_012856-gene_3449-gene_3474",26,3,NA,"","","gene_3449-gene_3474:8.04385726708285","gene_3449-gene_3465:5.72964597847944","","","644736381"
"644736381_NC_012856",3481,"644736381_NC_012856-gene_734-gene_758",25,3,NA,"","","gene_734-gene_758:5.97454124111442","gene_734-gene_758:2.40747543120721","","","644736381"
"644736405_NC_012969",2831,"644736405_NC_012969-gene_2015-gene_2108",94,3,NA,"","","gene_2015-gene_2108:20.17325477525212","gene_2015-gene_2095:14.38562891465754","","","644736405"
"644736462_NC_013205",2939,"644736462_NC_013205-gene_1068-gene_1180",113,3,NA,"","","gene_1068-gene_1166:21.80381492016269","gene_1085-gene_1180:5.84869915721588","","gene_1068-gene_1155:3.66143389156326","644736462"
"644736462_NC_013205",2939,"644736462_NC_013205-gene_544-gene_614",71,3,NA,"","","gene_544-gene_614:24.24104134131565","gene_545-gene_614:15.45768321746016","","","644736462"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_2070-gene_2140",71,3,NA,"","","gene_2070-gene_2140:11.95429101559185","gene_2070-gene_2140:11.95429101559185","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_2758-gene_2775",18,3,NA,"","","gene_2758-gene_2775:6.36798715208642","gene_2758-gene_2771:2.01936890410647","","","645082760"
"646311903_NC_013222",3087,"646311903_NC_013222-gene_2004-gene_2051",48,3,NA,"","","gene_2004-gene_2051:24.01244234695958","gene_2004-gene_2046:14.18377842534383","","","646311903"
"646311903_NC_013222",3087,"646311903_NC_013222-gene_201-gene_233",33,3,NA,"","","gene_201-gene_233:4.74066184010126","gene_201-gene_228:3.06053561829031","","","646311903"
"646311931_NC_013406",6392,"646311931_NC_013406-gene_1034-gene_1116",83,3,NA,"","","gene_1034-gene_1116:4.75055019059679","gene_1050-gene_1107:2.36508482054201","","","646311931"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_1131-gene_1193",63,3,NA,"","","gene_1131-gene_1193:15.55049061515844","gene_1131-gene_1193:11.33856262644368","","","646311943"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_1223-gene_1298",76,3,NA,"","","gene_1223-gene_1298:4.46770587683750","gene_1223-gene_1297:2.77258781078299","","","646311943"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_1566-gene_1665",100,3,NA,"","","gene_1566-gene_1665:15.43688467799086","gene_1566-gene_1665:10.61268431029052","","","646311943"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_2885-gene_2983",99,3,NA,"","","gene_2885-gene_2983:14.10532961432524","gene_2885-gene_2983:6.67721094636260","","","646311943"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_3076-gene_3172",97,3,NA,"","","gene_3076-gene_3172:5.23710364359153","gene_3076-gene_3172:5.23710364359153","","","646311943"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_873-gene_992",120,3,NA,"","","gene_894-gene_992:26.70447173443210","gene_873-gene_972:15.43688467799086","","","646311943"
"646311952_NC_013456",2888,"646311952_NC_013456-gene_1539-gene_1644",106,3,NA,"","","gene_1548-gene_1644:9.66997146379054","gene_1539-gene_1638:6.18919657976836","gene_1544-gene_1643:2.77722023456633","","646311952"
"646311991_NC_013720",4703,"646311991_NC_013720-gene_1043-gene_1141",99,3,NA,"","","gene_1043-gene_1141:6.20712360660604","gene_1047-gene_1141:4.63206946245914","","","646311991"
"646311991_NC_013720",4703,"646311991_NC_013720-gene_2938-gene_3014",77,3,NA,"","","gene_2938-gene_3014:5.06240447950711","gene_2938-gene_3014:4.39150128193477","","","646311991"
